frame_id 	steering_angle
1479425441182877835 	-0.373665106110275
1479425441183205527 0.512294069829
1479425441233038380,0.529166878234
1479425441283030878,22.8152872808
1479425441333087118,22.7090710091
1479425441387141307,20.6256823122
1479425441433005242,14.8634188321
1479425441483062777,14.0246468426
1479425441533126352,13.9873369343
1479425441583030194,1.13470829144
1479425441633004275,-0.153333384617
1479425441683014916,-0.233298024428
1479425441733130999,1.30559652954
1479425441783024968,1.32075880245
1479425441833093303,1.24595883953
1479425441883145106,1.52504463788
1479425441933125916,5.49841284555
1479425441983115597,5.90394764355
1479425442035175624,14.5280241005
1479425442083131375,14.4481979721
1479425442133142876,17.4955637099
1479425442183127578,18.3636756308
1479425442233163092,20.6644368056
1479425442283340032,20.5804425542
1479425442333176868,16.5759385023
1479425442383162710,19.4950367027
1479425442433029312,19.0719679553
1479425442483128266,22.5401057894
1479425442532975987,24.2815786315
1479425442583007784,24.3696573359
1479425442633037757,22.0326842057
1479425442682943610,24.7329738809
1479425442733063617,24.716890493
1479425442783152067,22.4768514075
1479425442833090460,19.6332592409
1479425442883071976,19.6306996275
1479425442933012319,14.7813506942
1479425442983028272,15.2636457194
1479425443033038928,15.4277375991
1479425443083019717,15.4190974098
1479425443133029007,20.3701120014
1479425443183108353,20.4831311416
1479425443233065536,24.4548758987
1479425443283098058,15.7695680765
1479425443333121324,15.7835477662
1479425443383114051,17.6643308541
1479425443433159685,17.8485888674
1479425443483313907,17.9158867213
1479425443533252113,17.9664967155
1479425443583239912,15.0830503951
1479425443633186484,15.0842456782
1479425443683284230,15.4374228073
1479425443733013129,14.9426165831
1479425443783043647,14.9839204446
1479425443833219434,16.4341693884
1479425443883150592,16.9165634513
1479425443935127173,16.8460810218
1479425443983508950,17.10562138
1479425444033482264,17.245078475
1479425444083485328,17.2333407949
1479425444133415917,18.2188397619
1479425444183437161,14.8044606392
1479425444233519098,14.8074215262
1479425444283460397,8.94944319021
1479425444333532199,9.44554800416
1479425444383520968,9.62795503613
1479425444434863007,14.6167294748
1479425444483540982,9.9007263246
1479425444533500446,9.8680122798
1479425444583592062,-11.6477538181
1479425444633565212,-26.0341915121
1479425444683592746,-25.6080918683
1479425444733557725,-15.5156950677
1479425444783597284,-4.75536510348
1479425444833576684,-4.76468233528
1479425444883593643,16.5474224626
1479425444933626437,17.1261614664
1479425444983604302,17.1234276832
1479425445033545888,15.5469602586
1479425445083568140,15.8827938299
1479425445133653224,15.8380526757
1479425445183606499,19.0932849757
1479425445233764675,17.5156632491
1479425445283739156,17.3441896425
1479425445333674819,-5.20883160776
1479425445383674362,-5.31376935351
1479425445433794000,-5.5239398238
1479425445483692916,-7.81099835841
1479425445533805396,-7.88487709957
1479425445583714569,-7.83764378014
1479425445633739901,-5.45242902385
1479425445683537525,-3.25575438252
1479425445733611141,-3.10700182702
1479425445783505964,-5.70681472373
1479425445833555752,-2.77298999524
1479425445883669647,-2.74542399208
1479425445933607848,-5.29389350302
1479425445983741833,-8.03441640748
1479425446033663685,-7.64302778502
1479425446083670259,-13.8350467677
1479425446133688577,-13.609718827
1479425446187118510,-23.0350605702
1479425446233697220,-23.4905641784
1479425446283675193,-7.55085950481
1479425446333678332,-7.20951140953
1479425446383681770,5.47021569022
1479425446433687644,7.18293855857
1479425446483517778,6.92101745248
1479425446533786115,17.6837729876
1479425446583728754,16.3241606541
1479425446633769320,16.090298392
1479425446683840707,15.4447396475
1479425446733829636,6.1365446131
1479425446783875985,6.3041356841
1479425446833833199,3.41744417008
1479425446883785259,-1.01503174451
1479425446933842544,-1.00702441493
1479425446983888932,-5.29639676735
1479425447033828399,-8.17204557303
1479425447083877339,-7.88712935445
1479425447133607830,-14.6160259653
1479425447183692743,-14.5657318673
1479425447233620046,-12.5697439786
1479425447283939365,-15.1029313682
1479425447333960022,-15.1165627182
1479425447383839629,-7.21294955601
1479425447433858865,-11.3792642044
1479425447483919369,-11.2430608409
1479425447533892897,-13.717480429
1479425447583863835,-14.6663729972
1479425447633859814,-14.4497193967
1479425447683890304,-14.502479193
1479425447733949160,-15.2587570115
1479425447783993951,-15.2260694337
1479425447833920874,-12.4598086689
1479425447883920001,-7.91072082784
1479425447933924825,-8.10542220032
1479425447984065429,-8.22351617107
1479425448034013960,-12.5977853203
1479425448083941215,-8.40144942914
1479425448133997251,-8.51500473918
1479425448184006396,-2.9267441702
1479425448234001138,0.695840035847
1479425448283988608,0.881354483729
1479425448334033264,5.2167708489
1479425448383998814,-10.9033451608
1479425448433990079,-10.9284307381
1479425448484001527,-13.4576275896
1479425448534102105,-7.31032414791
1479425448584082532,-7.4423892706
1479425448634093379,-6.29701948076
1479425448684042553,-4.66829000996
1479425448734087425,-4.69889438008
1479425448784062065,-3.54620817697
1479425448834163258,1.29717426596
1479425448884136507,1.51950973005
1479425448934100240,-3.57984515109
1479425448984090689,-7.08685145732
1479425449034222956,-7.06198401922
1479425449084211667,-10.1910529068
1479425449134223089,-7.0631865594
1479425449184252470,-6.97273137601
1479425449234234127,-7.24738822357
1479425449284189631,-3.86990663655
1479425449334182161,-3.90245248795
1479425449384197585,-2.7023210161
1479425449434235633,-2.15354413115
1479425449484203210,-2.73350104311
1479425449534254675,-0.372819872749
1479425449584266518,-1.80426725346
1479425449634227025,-1.94587393699
1479425449684338294,-4.82112146905
1479425449734238962,-3.69376886446
1479425449784295152,-3.68668040877
1479425449834347039,-1.43074096306
1479425449884297985,-4.67168077199
1479425449934285123,-4.83228413259
1479425449984342330,-5.07315032678
1479425450034351506,-6.47261169149
1479425450084285882,-6.46482997159
1479425450134432685,-6.49842639146
1479425450184384937,-7.55535718438
1479425450234356824,-7.53452425364
1479425450284359845,-8.66479249523
1479425450334470903,-8.85318960311
1479425450384393971,-8.77399441345
1479425450434367959,-13.5559720684
1479425450484367115,-9.06160770299
1479425450534396199,-8.99917977397
1479425450584370849,-6.33917668898
1479425450634474892,-6.62126264793
1479425450684434346,-6.61143699392
1479425450734424921,-5.35558121028
1479425450784480360,-10.3039106838
1479425450834460085,-10.1186366799
1479425450884466542,-7.59340902202
1479425450934555051,-9.90480053244
1479425450984526373,-9.98457970327
1479425451034504439,-17.3169952443
1479425451084526934,-16.4389095397
1479425451134506118,-16.5689631717
1479425451184498303,-17.8882347004
1479425451234620694,-19.1896179637
1479425451284568376,-19.1488793004
1479425451334494763,-21.8692685148
1479425451384617570,-22.0248687618
1479425451434534580,-21.9210908675
1479425451484584657,-15.4920660282
1479425451534593431,-10.4776561821
1479425451584638018,-10.4078354271
1479425451634551796,-5.29866695148
1479425451684595535,-6.66410415572
1479425451734567333,-6.57564936399
1479425451784606185,-7.90928648811
1479425451834590669,-15.7999948617
1479425451884629533,-15.8818444336
1479425451934663511,-24.027029434
1479425451984612997,-22.3368581427
1479425452034674042,-22.4127295915
1479425452084620235,-20.5139916438
1479425452134727410,-11.2036062531
1479425452184596332,-11.2335019911
1479425452234469676,-16.4355781149
1479425452284511740,-14.0089707047
1479425452334790626,-13.7993641519
1479425452384872819,-13.4161461432
1479425452434777672,-8.81558343531
1479425452484849234,-8.90839631462
1479425452534794271,-14.3057603534
1479425452584797467,-12.8492276355
1479425452634778280,-12.7640713983
1479425452684807103,-7.4758973249
1479425452734868595,-4.22240458877
1479425452784841611,-4.30610428818
1479425452834857287,-3.8214396142
1479425452884915052,-3.5244935115
1479425452934850531,-3.37245136614
1479425452984877268,-4.16562095733
1479425453034909914,-6.24477749823
1479425453084927372,-6.19752923776
1479425453134953249,-7.42030043883
1479425453184931636,-9.95647518238
1479425453234971693,-9.90083816895
1479425453284918495,-11.5152011906
1479425453334950694,-11.0126555083
1479425453384927728,-10.9831345769
1479425453434992192,-9.7097286222
