frame_id,steering_angle
1479425441183205527,0.00894121825695
1479425441233038380,0.00923570431769
1479425441283030878,0.398201882839
1479425441333087118,0.396348059177
1479425441387141307,0.359986066818
1479425441433005242,0.259415596724
1479425441483062777,0.244776263833
1479425441533126352,0.244125083089
1479425441583030194,0.0198043957353
1479425441633004275,-0.00267617241479
1479425441683014916,-0.00407181866467
1479425441733130999,0.0227869581431
1479425441783024968,0.0230515897274
1479425441833093303,0.021746084094
1479425441883145106,0.0266170501709
1479425441933125916,0.0959654077888
1479425441983115597,0.103043325245
1479425442035175624,0.253561854362
1479425442083131375,0.252168625593
1479425442133142876,0.305355191231
1479425442183127578,0.320506602526
1479425442233163092,0.360662460327
1479425442283340032,0.359196484089
1479425442333176868,0.289304703474
1479425442383162710,0.340252578259
1479425442433029312,0.332868635654
1479425442483128266,0.393399059772
1479425442532975987,0.423793494701
1479425442583007784,0.425330758095
1479425442633037757,0.384542882442
1479425442682943610,0.431671828032
1479425442733063617,0.431391119957
1479425442783152067,0.392295062542
1479425442833090460,0.342665016651
1479425442883071976,0.34262034297
1479425442933012319,0.257983237505
1479425442983028272,0.266400873661
1479425443033038928,0.269264817238
1479425443083019717,0.269114017487
1479425443133029007,0.355525523424
1479425443183108353,0.357498079538
1479425443233065536,0.426818102598
1479425443283098058,0.275230884552
1479425443333121324,0.275474876165
1479425443383114051,0.308300733566
1479425443433159685,0.31151664257
1479425443483313907,0.3126912117
1479425443533252113,0.313574522734
1479425443583239912,0.263248890638
1479425443633186484,0.263269752264
1479425443683284230,0.26943385601
1479425443733013129,0.260797858238
1479425443783043647,0.261518746614
1479425443833219434,0.286830365658
1479425443883150592,0.295249730349
1479425443935127173,0.294019579887
1479425443983508950,0.298549413681
1479425444033482264,0.300983399153
1479425444083485328,0.300778537989
1479425444133415917,0.317978739738
1479425444183437161,0.258386582136
1479425444233519098,0.258438259363
1479425444283460397,0.156197249889
1479425444333532199,0.164855912328
1479425444383520968,0.168039515615
1479425444434863007,0.255110055208
1479425444483540982,0.172800272703
1479425444533500446,0.17222930491
1479425444583592062,-0.203291654587
1479425444633565212,-0.454382359982
1479425444683592746,-0.446945518255
1479425444733557725,-0.270799964666
1479425444783597284,-0.0829967781901
1479425444833576684,-0.0831593945622
1479425444883593643,0.28880700469
1479425444933626437,0.298907905817
1479425444983604302,0.298860192299
1479425445033545888,0.271345645189
1479425445083568140,0.277207046747
1479425445133653224,0.276426166296
1479425445183606499,0.333240687847
1479425445233764675,0.305705994368
1479425445283739156,0.302713215351
1479425445333674819,-0.0909112617373
1479425445383674362,-0.0927427709103
1479425445433794000,-0.0964109376073
1479425445483692916,-0.136327639222
1479425445533805396,-0.137617066503
1479425445583714569,-0.136792689562
1479425445633739901,-0.0951628386974
1479425445683537525,-0.0568236336112
1479425445733611141,-0.054227411747
1479425445783505964,-0.0996027067304
1479425445833555752,-0.0483978055418
1479425445883669647,-0.047916688025
1479425445933607848,-0.0923958718777
1479425445983741833,-0.140227019787
1479425446033663685,-0.13339599967
1479425446083670259,-0.241467118263
1479425446133688577,-0.237534403801
1479425446187118510,-0.402037650347
1479425446233697220,-0.409987688065
1479425446283675193,-0.131787359715
1479425446333678332,-0.125829711556
1479425446383681770,0.0954732745886
1479425446433687644,0.125365927815
1479425446483517778,0.120794542134
1479425446533786115,0.308640062809
1479425446583728754,0.284910351038
1479425446633769320,0.280828684568
1479425446683840707,0.269561558962
1479425446733829636,0.107102908194
1479425446783875985,0.11002792418
1479425446833833199,0.059645652771
1479425446883785259,-0.017715645954
1479425446933842544,-0.0175758916885
1479425446983888932,-0.0924395620823
1479425447033828399,-0.142629101872
1479425447083877339,-0.137656375766
1479425447133607830,-0.255097776651
1479425447183692743,-0.254219979048
1479425447233620046,-0.21938341856
1479425447283939365,-0.263595879078
1479425447333960022,-0.263833791018
1479425447383839629,-0.125889718533
1479425447433858865,-0.198605626822
1479425447483919369,-0.196228429675
1479425447533892897,-0.239415198565
1479425447583863835,-0.255976498127
1479425447633859814,-0.252195179462
1479425447683890304,-0.25311601162
1479425447733949160,-0.266315549612
1479425447783993951,-0.265745043755
1479425447833920874,-0.21746468544
1479425447883920001,-0.138068124652
1479425447933924825,-0.14146630466
1479425447984065429,-0.143527433276
1479425448034013960,-0.219872832298
1479425448083941215,-0.146632954478
1479425448133997251,-0.148614868522
1479425448184006396,-0.0510813221335
1479425448234001138,0.0121446996927
1479425448283988608,0.0153825376183
1479425448334033264,0.0910498276353
1479425448383998814,-0.190299272537
1479425448433990079,-0.190737098455
1479425448484001527,-0.234879910946
1479425448534102105,-0.127589225769
1479425448584082532,-0.129894196987
1479425448634093379,-0.109903723001
1479425448684042553,-0.0814770311117
1479425448734087425,-0.0820111781359
1479425448784062065,-0.0618930086493
1479425448834163258,0.0226399619132
1479425448884136507,0.0265204478055
1479425448934100240,-0.0624800845981
1479425448984090689,-0.12368889153
1479425449034222956,-0.123254872859
1479425449084211667,-0.177867427468
1479425449134223089,-0.123275861144
1479425449184252470,-0.121697120368
1479425449234234127,-0.126490786672
1479425449284189631,-0.0675426125526
1479425449334182161,-0.0681106448174
1479425449384197585,-0.0471643991768
1479425449434235633,-0.0375864356756
1479425449484203210,-0.0477085933089
1479425449534254675,-0.00650693429634
1479425449584266518,-0.0314904041588
1479425449634227025,-0.0339619070292
1479425449684338294,-0.0841444432735
1479425449734238962,-0.0644684284925
1479425449784295152,-0.0643447116017
1479425449834347039,-0.0249711405486
1479425449884297985,-0.0815362110734
1479425449934285123,-0.0843392685056
1479425449984342330,-0.088543176651
1479425450034351506,-0.11296838522
1479425450084285882,-0.112832568586
1479425450134432685,-0.113418936729
1479425450184384937,-0.131865859032
1479425450234356824,-0.131502255797
1479425450284359845,-0.151229158044
1479425450334470903,-0.154517307878
1479425450384393971,-0.153135091066
1479425450434367959,-0.236596345901
1479425450484367115,-0.158154889941
1479425450534396199,-0.157065317035
1479425450584370849,-0.110639505088
1479425450634474892,-0.115562833846
1479425450684434346,-0.115391343832
1479425450734424921,-0.0934725254774
1479425450784480360,-0.179837167263
1479425450834460085,-0.176603525877
1479425450884466542,-0.132529988885
1479425450934555051,-0.172871381044
1479425450984526373,-0.17426379025
1479425451034504439,-0.302238583565
1479425451084526934,-0.286913096905
1479425451134506118,-0.289182960987
1479425451184498303,-0.312208592892
1479425451234620694,-0.334922015667
1479425451284568376,-0.334210991859
1479425451334494763,-0.381690740585
1479425451384617570,-0.384406477213
1479425451434534580,-0.382595211267
1479425451484584657,-0.270387560129
1479425451534593431,-0.182869598269
1479425451584638018,-0.181650996208
1479425451634551796,-0.0924791842699
1479425451684595535,-0.116310559213
1479425451734567333,-0.114766731858
1479425451784606185,-0.138043090701
1479425451834590669,-0.275761932135
1479425451884629533,-0.277190476656
1479425451934663511,-0.419350773096
1479425451984612997,-0.389851719141
1479425452034674042,-0.391175925732
1479425452084620235,-0.358036696911
1479425452134727410,-0.195539817214
1479425452184596332,-0.196061596274
1479425452234469676,-0.286854952574
1479425452284511740,-0.244502663612
1479425452334790626,-0.240844339132
1479425452384872819,-0.234155923128
1479425452434777672,-0.15386095643
1479425452484849234,-0.155480846763
1479425452534794271,-0.249682620168
1479425452584797467,-0.224261328578
1479425452634778280,-0.222775071859
1479425452684807103,-0.130479022861
1479425452734868595,-0.0736948624253
1479425452784841611,-0.075155697763
1479425452834857287,-0.066696703434
1479425452884915052,-0.0615140162408
1479425452934850531,-0.0588603802025
1479425452984877268,-0.0727038010955
1479425453034909914,-0.108991928399
1479425453084927372,-0.108167290688
1479425453134953249,-0.129508674145
1479425453184931636,-0.173773273826
1479425453234971693,-0.172802224755
1479425453284918495,-0.200978174806
1479425453334950694,-0.192207098007
1479425453384927728,-0.191691860557
1479425453434992192,-0.169466733932
1479425453484966499,-0.198492765427
1479425453535141182,-0.198336064816
1479425453584994031,-0.265055179596
1479425453634982335,-0.316981941462
1479425453685034722,-0.319866925478
1479425453735068758,-0.321339905262
1479425453785007126,-0.236240431666
1479425453835094821,-0.237522259355
1479425453885019355,-0.137464225292
1479425453935103573,-0.126783624291
1479425453985077030,-0.124044157565
1479425454035084653,-0.116491563618
1479425454085096899,0.0235100518912
1479425454135137650,0.0195646751672
1479425454185127594,-0.0141152702272
1479425454235145545,0.0261533036828
1479425454285107863,0.00819173362106
1479425454335166941,0.0299871060997
1479425454385184065,-0.0483179986477
1479425454435113025,-0.0483091063797
1479425454485105365,-0.107365183532
1479425454535212192,-0.120133697987
1479425454585209096,-0.120615012944
1479425454635273026,-0.109346546233
1479425454685212658,-0.16189096868
1479425454735237364,-0.162256002426
1479425454785212697,-0.212226748466
1479425454835245137,-0.240675732493
1479425454885260344,-0.240865603089
1479425454935290229,-0.185689806938
1479425454985256222,-0.152025386691
1479425455035257812,-0.15242767334
1479425455085222261,-0.282821029425
1479425455135438664,-0.444816470146
1479425455185305735,-0.444528013468
1479425455235268029,-0.333410650492
1479425455285286001,-0.283134847879
1479425455335354957,-0.286593675613
1479425455385315957,-0.310923218727
1479425455435291763,-0.269355505705
1479425455485315057,-0.276805251837
1479425455535370970,-0.297278434038
1479425455585351872,-0.248413145542
