frame_id,steering_angle
1479425441182877835,-0.00603926870691
1479425441232704425,0.0100846781625
1479425441282730750,0.0353160421589
1479425441332806714,0.0580965534043
1479425441382790272,0.0773761637091
1479425441432724303,0.0956846035851
1479425441482746958,0.113025667113
1479425441532802506,0.127807759237
1479425441582725165,0.141836287376
1479425441632720892,0.157475976125
1479425441682732948,0.173803629075
1479425441732800574,0.187847490332
1479425441782737331,0.203316362434
1479425441832816004,0.221688720587
1479425441882830087,0.238535390663
1479425441932849879,0.254934644563
1479425441982783223,0.267842542478
1479425442032874172,0.279253981492
1479425442082758552,0.293315079327
1479425442132852121,0.307246225483
1479425442182761838,0.320564863404
1479425442232828524,0.332858678969
1479425442282862682,0.344520160231
1479425442332893792,0.354856433152
1479425442382858459,0.359610143494
1479425442432797491,0.363985952812
1479425442482899263,0.369415946008
1479425442532771570,0.381459450764
1479425442582809345,0.377735381963
1479425442632821093,0.364758136948
1479425442682747552,0.355035430015
1479425442732806572,0.346844659168
1479425442782862182,0.339350586867
1479425442832833025,0.33368806431
1479425442882822631,0.328670962425
1479425442932809867,0.325618428129
1479425442982805056,0.322523290669
1479425443032823520,0.32575277203
1479425443082812203,0.327009372889
1479425443132827444,0.32379025432
1479425443182854411,0.310126397177
1479425443232861030,0.278409548814
1479425443282879357,0.238805665329
1479425443332896491,0.199890602618
1479425443382879593,0.15288507535
1479425443432903742,0.113668343816
1479425443483016593,0.071399538432
1479425443533017775,0.0310501365519
1479425443582977575,-0.00719037342076
1479425443632945821,-0.0392374079317
1479425443682982187,-0.0663913004465
1479425443732869219,-0.0896229717592
1479425443782898808,-0.0947525437627
1479425443833012205,-0.0957644578196
1479425443882914607,-0.121744971286
1479425443933132143,-0.14290763671
1479425443983182782,-0.162351706733
1479425444033115695,-0.18643012882
1479425444083198332,-0.19146809015
1479425444133127546,-0.193479058126
1479425444183146275,-0.198012811291
1479425444233201168,-0.199632509045
1479425444283138737,-0.190860988776
1479425444333229360,-0.178079471339
1479425444383185181,-0.165986431818
1479425444434593057,-0.115555977164
1479425444483190972,-0.107379810623
1479425444533172421,-0.0992898037372
1479425444583259948,-0.0922027653998
1479425444633286162,-0.084235622424
1479425444683294213,-0.0716569935095
1479425444733253036,-0.0681398278227
1479425444783291032,-0.0650529576576
1479425444833288592,-0.0536336039993
1479425444883283220,-0.0443385176222
1479425444933328937,-0.0396015154817
1479425444983260437,-0.035400763573
1479425445033271766,-0.0418382330936
1479425445083281310,-0.0554408545202
1479425445133336475,-0.0633830822217
1479425445183328558,-0.0745134110196
1479425445233404698,-0.0866860232219
1479425445283448582,-0.0953722586148
1479425445333367499,-0.0972155638045
1479425445383326348,-0.0931389289455
1479425445433499090,-0.096168525919
1479425445483382125,-0.0917279348008
1479425445533489877,-0.104472918956
1479425445583437918,-0.12171115631
1479425445633423016,-0.130395783387
1479425445683329266,-0.153227618371
1479425445733403939,-0.184405733682
1479425445783307622,-0.197165573261
1479425445833353168,-0.187056160663
1479425445883484127,-0.171871388621
1479425445933390665,-0.154073430664
1479425445983503068,-0.143686324983
1479425446033440044,-0.13269255985
1479425446083426096,-0.12637988177
1479425446133410346,-0.11521659528
1479425446183468695,-0.0950453694161
1479425446233463132,-0.070750817279
1479425446283447100,-0.0481015804127
1479425446333431175,-0.0287175080675
1479425446383424337,-0.00820834775253
1479425446433457370,0.0139733808452
1479425446483371405,0.0216762419262
1479425446533500137,0.0160659950611
1479425446583477115,0.00934769222759
1479425446633522506,0.00372770063912
1479425446683589238,-0.00227761527888
1479425446733573761,0.0056685919993
1479425446783611898,0.0222649640513
1479425446833546046,0.0154732469909
1479425446883533208,0.00791588926387
1479425446933547800,0.0264095288511
1479425446983608400,0.0447881934026
1479425447033578750,0.0397556021732
1479425447083596868,0.0433482505036
1479425447133467484,0.0375724261821
1479425447183549871,0.0399427541202
1479425447233486454,0.0495434870567
1479425447283725051,0.0506439604507
1479425447333693598,0.0412271156814
1479425447383620607,0.0276389175922
1479425447433621760,0.0145023660597
1479425447483674337,0.00807165393196
1479425447533663020,0.018803781829
1479425447583646955,0.0392797101264
1479425447633645468,0.0302670636338
1479425447683675176,0.0187433173336
1479425447733726775,0.00933233126209
1479425447783780269,0.002104592591
1479425447833680291,-0.00337750851886
1479425447883694922,-0.00811125050649
1479425447933701813,-0.014675409512
