frame_id,steering_angle
1479425441183205527,0.008941218
1479425441233038380,0.009235704
1479425441283030878,0.398201883
1479425441333087118,0.396348059
1479425441387141307,0.359986067
1479425441433005242,0.259415597
1479425441483062777,0.244776264
1479425441533126352,0.244125083
1479425441583030194,0.019804396
1479425441633004275,-0.002676172
1479425441683014916,-0.004071819
1479425441733130999,0.022786958
1479425441783024968,0.02305159
1479425441833093303,0.021746084
1479425441883145106,0.02661705
1479425441933125916,0.095965408
1479425441983115597,0.103043325
1479425442035175624,0.253561854
1479425442083131375,0.252168626
1479425442133142876,0.305355191
1479425442183127578,0.320506603
1479425442233163092,0.36066246
1479425442283340032,0.359196484
1479425442333176868,0.289304703
1479425442383162710,0.340252578
1479425442433029312,0.332868636
1479425442483128266,0.39339906
1479425442532975987,0.423793495
1479425442583007784,0.425330758
1479425442633037757,0.384542882
1479425442682943610,0.431671828
1479425442733063617,0.43139112
1479425442783152067,0.392295063
1479425442833090460,0.342665017
1479425442883071976,0.342620343
1479425442933012319,0.257983238
1479425442983028272,0.266400874
1479425443033038928,0.269264817
1479425443083019717,0.269114017
1479425443133029007,0.355525523
1479425443183108353,0.35749808
1479425443233065536,0.426818103
1479425443283098058,0.275230885
1479425443333121324,0.275474876
1479425443383114051,0.308300734
1479425443433159685,0.311516643
1479425443483313907,0.312691212
1479425443533252113,0.313574523
1479425443583239912,0.263248891
1479425443633186484,0.263269752
1479425443683284230,0.269433856
1479425443733013129,0.260797858
1479425443783043647,0.261518747
1479425443833219434,0.286830366
1479425443883150592,0.29524973
1479425443935127173,0.29401958
1479425443983508950,0.298549414
1479425444033482264,0.300983399
1479425444083485328,0.300778538
1479425444133415917,0.31797874
1479425444183437161,0.258386582
1479425444233519098,0.258438259
1479425444283460397,0.15619725
1479425444333532199,0.164855912
1479425444383520968,0.168039516
1479425444434863007,0.255110055
1479425444483540982,0.172800273
1479425444533500446,0.172229305
1479425444583592062,-0.203291655
1479425444633565212,-0.45438236
1479425444683592746,-0.446945518
1479425444733557725,-0.270799965
1479425444783597284,-0.082996778
1479425444833576684,-0.083159395
1479425444883593643,0.288807005
1479425444933626437,0.298907906
1479425444983604302,0.298860192
1479425445033545888,0.271345645
1479425445083568140,0.277207047
1479425445133653224,0.276426166
1479425445183606499,0.333240688
1479425445233764675,0.305705994
1479425445283739156,0.302713215
1479425445333674819,-0.090911262
1479425445383674362,-0.092742771
1479425445433794000,-0.096410938
1479425445483692916,-0.136327639
1479425445533805396,-0.137617067
1479425445583714569,-0.13679269
1479425445633739901,-0.095162839
1479425445683537525,-0.056823634
1479425445733611141,-0.054227412
1479425445783505964,-0.099602707
1479425445833555752,-0.048397806
1479425445883669647,-0.047916688
1479425445933607848,-0.092395872
1479425445983741833,-0.14022702
1479425446033663685,-0.133396
1479425446083670259,-0.241467118
1479425446133688577,-0.237534404
1479425446187118510,-0.40203765
1479425446233697220,-0.409987688
1479425446283675193,-0.13178736
1479425446333678332,-0.125829712
1479425446383681770,0.095473275
1479425446433687644,0.125365928
1479425446483517778,0.120794542
1479425446533786115,0.308640063
1479425446583728754,0.284910351
1479425446633769320,0.280828685
1479425446683840707,0.269561559
1479425446733829636,0.107102908
1479425446783875985,0.110027924
1479425446833833199,0.059645653
1479425446883785259,-0.017715646
1479425446933842544,-0.017575892
1479425446983888932,-0.092439562
1479425447033828399,-0.142629102
1479425447083877339,-0.137656376
1479425447133607830,-0.255097777
1479425447183692743,-0.254219979
1479425447233620046,-0.219383419
1479425447283939365,-0.263595879
1479425447333960022,-0.263833791
1479425447383839629,-0.125889719
1479425447433858865,-0.198605627
1479425447483919369,-0.19622843
1479425447533892897,-0.239415199
1479425447583863835,-0.255976498
1479425447633859814,-0.252195179
1479425447683890304,-0.253116012
1479425447733949160,-0.26631555
1479425447783993951,-0.265745044
1479425447833920874,-0.217464685
1479425447883920001,-0.138068125
1479425447933924825,-0.141466305
1479425447984065429,-0.143527433
1479425448034013960,-0.219872832
1479425448083941215,-0.146632954
1479425448133997251,-0.148614869
1479425448184006396,-0.051081322
1479425448234001138,0.0121447
1479425448283988608,0.015382538
1479425448334033264,0.091049828
1479425448383998814,-0.190299273
1479425448433990079,-0.190737098
1479425448484001527,-0.234879911
1479425448534102105,-0.127589226
1479425448584082532,-0.129894197
1479425448634093379,-0.109903723
1479425448684042553,-0.081477031
1479425448734087425,-0.082011178
1479425448784062065,-0.061893009
1479425448834163258,0.022639962
1479425448884136507,0.026520448
1479425448934100240,-0.062480085
1479425448984090689,-0.123688892
1479425449034222956,-0.123254873
1479425449084211667,-0.177867427
1479425449134223089,-0.123275861
1479425449184252470,-0.12169712
1479425449234234127,-0.126490787
1479425449284189631,-0.067542613
1479425449334182161,-0.068110645
1479425449384197585,-0.047164399
1479425449434235633,-0.037586436
1479425449484203210,-0.047708593
1479425449534254675,-0.006506934
1479425449584266518,-0.031490404
1479425449634227025,-0.033961907
1479425449684338294,-0.084144443
1479425449734238962,-0.064468428
1479425449784295152,-0.064344712
1479425449834347039,-0.024971141
1479425449884297985,-0.081536211
1479425449934285123,-0.084339269
1479425449984342330,-0.088543177
1479425450034351506,-0.112968385
1479425450084285882,-0.112832569
1479425450134432685,-0.113418937
1479425450184384937,-0.131865859
1479425450234356824,-0.131502256
1479425450284359845,-0.151229158
1479425450334470903,-0.154517308
1479425450384393971,-0.153135091
1479425450434367959,-0.236596346
1479425450484367115,-0.15815489
1479425450534396199,-0.157065317
1479425450584370849,-0.110639505
1479425450634474892,-0.115562834
1479425450684434346,-0.115391344
1479425450734424921,-0.093472525
1479425450784480360,-0.179837167
1479425450834460085,-0.176603526
1479425450884466542,-0.132529989
1479425450934555051,-0.172871381
1479425450984526373,-0.17426379
1479425451034504439,-0.302238584
1479425451084526934,-0.286913097
1479425451134506118,-0.289182961
1479425451184498303,-0.312208593
1479425451234620694,-0.334922016
1479425451284568376,-0.334210992
1479425451334494763,-0.381690741
1479425451384617570,-0.384406477
1479425451434534580,-0.382595211
1479425451484584657,-0.27038756
1479425451534593431,-0.182869598
1479425451584638018,-0.181650996
1479425451634551796,-0.092479184
1479425451684595535,-0.116310559
1479425451734567333,-0.114766732
1479425451784606185,-0.138043091
1479425451834590669,-0.275761932
1479425451884629533,-0.277190477
1479425451934663511,-0.419350773
1479425451984612997,-0.389851719
1479425452034674042,-0.391175926
1479425452084620235,-0.358036697
